nazwa;typ;gmina;powiat;woj;teryt
Bukowinka;wieś;Twardogóra;oleśnicki;dolnośląskie;881762
Bukowiny;wieś;Osiek;starogardzki;pomorskie;168320
Bukowna;wieś;Lubin;lubiński;dolnośląskie;365204
Bukownica;wieś;Tereszpol;biłgorajski;lubelskie;901915
Bukownica;wieś;Krobia;gostyński;wielkopolskie;371972
Bukownica;wieś;Grabów nad Prosną;ostrzeszowski;wielkopolskie;198634
Bukowno;miasto;Bukowno;olkuski;małopolskie;938404
Bukowno;wieś;Olsztyn;częstochowski;śląskie;140570
Bukowo;wieś;Murów;opolski;opolskie;499181
Bukowo;wieś;Rajgród;grajewski;podlaskie;404795
Bukowo;wieś;Człuchów;człuchowski;pomorskie;742747
Bukowo;wieś;Stary Targ;sztumski;pomorskie;157196
Bukowo;wieś;Bartoszyce;bartoszycki;warmińsko-mazurskie;470361
Bukowo;wieś;Polanów;koszaliński;zachodniopomorskie;309192
Bukowo;wieś;Człopa;wałecki;zachodniopomorskie;525234
Bukowo Duże;wieś;Wąsosz;grajewski;podlaskie;409522
Bukowo Morskie;wieś;Darłowo;sławieński;zachodniopomorskie;305320
Bukowska Wola;wieś;Miechów;miechowski;małopolskie;251110
Bukowski Las;wieś;Hańsk;włodawski;lubelskie;103378
Bukowskie;wieś;Brąszewice;sieradzki;łódzkie;1041076
Bukowsko;wieś;Bukowsko;sanocki;podkarpackie;346543
Bukowy Las;wieś;Dominowo;średzki;wielkopolskie;582657
Buków;wieś;Żarów;świdnicki;dolnośląskie;857054
Buków;wieś;Sulechów;zielonogórski;lubuskie;914148
Buków;wieś;Ujazd;tomaszowski;łódzkie;554425
Buków;wieś;Mogilany;krakowski;małopolskie;326530
Buków;wieś;Otmuchów;nyski;opolskie;500665
Buków;wieś;Haczów;brzozowski;podkarpackie;351231
Buków;wieś;Lubomia;wodzisławski;śląskie;216071
Bukówek;wieś;Środa Śląska;średzki;dolnośląskie;880745
Bukówiec Górny;wieś;Włoszakowice;leszczyński;wielkopolskie;377638
Bukówka;wieś;Lubawka;kamiennogórski;dolnośląskie;190466
Bukówka;wieś;Pawłów;starachowicki;świętokrzyskie;260043
Bukówko;wieś;Tychowo;białogardzki;zachodniopomorskie;313934
Bukówno;wieś;Radzanów;białobrzeski;mazowieckie;634710
Buków-Parcel;wieś;Ujazd;tomaszowski;łódzkie;990899
Bukwałd;wieś;Dywity;olsztyński;warmińsko-mazurskie;472911
Bukwica;wieś;Żukowice;głogowski;dolnośląskie;368770
Bulianów;wieś;Fałków;konecki;świętokrzyskie;539147
Bulin;wieś;Kożuchów;nowosolski;lubuskie;910305
Bulkowo;wieś;Bulkowo;płocki;mazowieckie;561342
Bulkowo-Kolonia;wieś;Bulkowo;płocki;mazowieckie;561359
Bulowice;wieś;Kęty;oświęcimski;małopolskie;57247
Bułaków;wieś;Pogorzela;gostyński;wielkopolskie;374806
Bułkowizna;wieś;Bargłów Kościelny;augustowski;podlaskie;754288
Buniewice;wieś;Kamień Pomorski;kamieński;zachodniopomorskie;776858
Buntowo;wieś;Złotów;złotowski;wielkopolskie;534032
Buradów;wieś;Parczew;parczewski;lubelskie;16805
Buraki;wieś;Puńsk;sejneński;podlaskie;766104
Burakowskie;wieś;Łochów;węgrowski;mazowieckie;678771
Burbiszki;wieś;Sejny;sejneński;podlaskie;767954
Burchaty;wieś;Brańsk;bielski;podlaskie;24503
Burdajny;wieś;Godkowo;elbląski;warmińsko-mazurskie;150225
Burdąg;wieś;Jedwabno;szczycieński;warmińsko-mazurskie;476524
Burdeniszki;wieś;Suwałki;suwalski;podlaskie;768787
Burgrabice;wieś;Głuchołazy;nyski;opolskie;494663
Burkarty;wieś;Bartoszyce;bartoszycki;warmińsko-mazurskie;470378
Burkat;wieś;Działdowo;działdowski;warmińsko-mazurskie;113419
Burkatów;wieś;Świdnica;świdnicki;dolnośląskie;856008
Burkaty;wieś;Sońsk;ciechanowski;mazowieckie;126066
Burlaki;wieś;Zatory;pułtuski;mazowieckie;523710
Burniszki;wieś;Wiżajny;suwalski;podlaskie;771832
Burowo;wieś;Goleniów;goleniowski;zachodniopomorskie;775221
Burów;wieś;Zabierzów;krakowski;małopolskie;343711
Bursz;wieś;Działdowo;działdowski;warmińsko-mazurskie;113431
Burszewo;wieś;Sorkwity;mrągowski;warmińsko-mazurskie;487870
Bursztynowo;wieś;Świecie nad Osą;grudziądzki;kujawsko-pomorskie;849209
Burwin;wieś;Łomazy;bialski;lubelskie;14864
Burzec;wieś;Wojcieszków;łukowski;lubelskie;695054
Burzenin;wieś;Burzenin;sieradzki;łódzkie;700884
Burzyn;wieś;Tuchów;tarnowski;małopolskie;833639
Burzyn;wieś;Jedwabne;łomżyński;podlaskie;397983
Busina;wieś;Poddębice;poddębicki;łódzkie;710368
Busina-Kolonia;wieś;Poddębice;poddębicki;łódzkie;710807
Busko-Zdrój;miasto;Busko-Zdrój;buski;świętokrzyskie;946651
Busówno;wieś;Wierzbica;chełmski;lubelskie;109228
Bustryk;wieś;Poronin;tatrzański;małopolskie;468418
Buszewko;wieś;Pniewy;szamotulski;wielkopolskie;592584
Buszewo;wieś;Pniewy;szamotulski;wielkopolskie;592609
Buszewo;wieś;Gołańcz;wągrowiecki;wielkopolskie;526044
Buszęcin;wieś;Kamień Pomorski;kamieński;zachodniopomorskie;776864
Buszkowice;wieś;Ścinawa;lubiński;dolnośląskie;367580
Buszkowice;wieś;Żurawica;przemyski;podkarpackie;613636
Buszkowice;wieś;Ćmielów;ostrowiecki;świętokrzyskie;789424
Buszkowice Małe;wieś;Wińsko;wołowski;dolnośląskie;882566
Buszkowiczki;wieś;Żurawica;przemyski;podkarpackie;613659
Buszkowo;wieś;Koronowo;bydgoski;kujawsko-pomorskie;88756
Buszkowo;wieś;Łabiszyn;żniński;kujawsko-pomorskie;90977
Buszkowo;wieś;Skulsk;koniński;wielkopolskie;294237
Buszkowy;wieś;Kolbudy;gdański;pomorskie;163860
Buszków;wieś;Słaboszów;miechowski;małopolskie;268317
Buszków Dolny;wieś;Żychlin;kutnowski;łódzkie;580196
Buszkówek;wieś;Żychlin;kutnowski;łódzkie;580180
Buszkówiec;wieś;Kostrzyn;poznański;wielkopolskie;586046
Buszów;wieś;Lubiszyn;gorzowski;lubuskie;182596
Buszów;wieś;Strzelce Krajeńskie;strzelecko-drezdenecki;lubuskie;187458
Buszyce;wieś;Baranów;grodziski;mazowieckie;722880
Buszyce;wieś;Lewin Brzeski;brzeski;opolskie;498129
Buszyno;wieś;Polanów;koszaliński;zachodniopomorskie;308710
Buślarki;wieś;Połczyn-Zdrój;świdwiński;zachodniopomorskie;309660
Buślary;wieś;Połczyn-Zdrój;świdwiński;zachodniopomorskie;309654
Buśnia;wieś;Warlubie;świecki;kujawsko-pomorskie;99056
Buśno;wieś;Białopole;chełmski;lubelskie;100990
Butowo;wieś;Kisielice;iławski;warmińsko-mazurskie;150739
Butrymowce;wieś;Nowy Dwór;sokólski;podlaskie;37440
Butryny;wieś;Purda;olsztyński;warmińsko-mazurskie;486497
Bużka;wieś;Sarnaki;łosicki;mazowieckie;18810
Bużyska;wieś;Korczew;siedlecki;mazowieckie;675057
Bużyski;wieś;Drohiczyn;siemiatycki;podlaskie;27447
Bychawa;miasto;Bychawa;lubelski;lubelskie;955621
Bychawka Druga;wieś;Bychawa;lubelski;lubelskie;379420
Bychawka Druga-Kolonia;wieś;Bychawa;lubelski;lubelskie;379436
Bychawka Pierwsza;wieś;Bychawa;lubelski;lubelskie;379442
Bychawka Trzecia;wieś;Bychawa;lubelski;lubelskie;379459
Bychawka Trzecia-Kolonia;wieś;Bychawa;lubelski;lubelskie;379465
Bychlew;wieś;Pabianice;pabianicki;łódzkie;414629
Bychowo;wieś;Żmigród;trzebnicki;dolnośląskie;884045
Bychowo;wieś;Gniewino;wejherowski;pomorskie;161654
Bycina;wieś;Rudziniec;gliwicki;śląskie;221050
Bycz;wieś;Piotrków Kujawski;radziejowski;kujawsko-pomorskie;867302
Bycz;wieś;Bytom Odrzański;nowosolski;lubuskie;908550
Byczeń;wieś;Kamieniec Ząbkowicki;ząbkowicki;dolnośląskie;852602
Byczki;wieś;Godzianów;skierniewicki;łódzkie;728233
Byczów;wieś;Pińczów;pińczowski;świętokrzyskie;262817
Byczyna;wieś;Dobre;radziejowski;kujawsko-pomorskie;862010
Byczyna;wieś;Poddębice;poddębicki;łódzkie;710374
Byczyna;miasto;Byczyna;kluczborski;opolskie;965275
Bydgoszcz;miasto;Bydgoszcz;Bydgoszcz;kujawsko-pomorskie;928363
Bydlin;wieś;Klucze;olkuski;małopolskie;214818
Bydlino;wieś;Słupsk;słupski;pomorskie;750623
Bydłowa;wieś;Oleśnica;staszowski;świętokrzyskie;257070
Byki;wieś;Biała Rawska;rawski;łódzkie;723359
Bykowce;wieś;Sanok;sanocki;podkarpackie;359103
Bykowice;wieś;Pakosławice;nyski;opolskie;501400
Bykowizna;wieś;Dębe Wielkie;miński;mazowieckie;669909
Bykowszczyzna;wieś;Firlej;lubartowski;lubelskie;380505
Byków;wieś;Długołęka;wrocławski;dolnośląskie;873716
Bylew;wieś;Ślesin;koniński;wielkopolskie;296710
Bylica;wieś;Postomino;sławieński;zachodniopomorskie;748980
Bylice;wieś;Świercze;pułtuski;mazowieckie;128361
Bylice;wieś;Grzegorzew;kolski;wielkopolskie;285126
Bylice;wieś;Przelewice;pyrzycki;zachodniopomorskie;781285
Bylice-Kolonia;wieś;Grzegorzew;kolski;wielkopolskie;285149
Bylin;wieś;Kleszczewo;poznański;wielkopolskie;585070
Bylina;wieś;Parchowo;bytowski;pomorskie;748951
Bylino;wieś;Staroźreby;płocki;mazowieckie;576496
Byłyczek;wieś;Śliwice;tucholski;kujawsko-pomorskie;97330
Bynowo;wieś;Miłomłyn;ostródzki;warmińsko-mazurskie;482016
Bysina;wieś;Myślenice;myślenicki;małopolskie;327480
Bysław;wieś;Lubiewo;tucholski;kujawsko-pomorskie;90339
Bysławek;wieś;Lubiewo;tucholski;kujawsko-pomorskie;90411
Bystra;wieś;Gorlice;gorlicki;małopolskie;425194
Bystra;wieś;Bystra-Sidzina;suski;małopolskie;418780
Bystra;wieś;Pruszcz Gdański;gdański;pomorskie;169101
Bystra;wieś;Radziechowy-Wieprz;żywiecki;śląskie;65643
Bystra;wieś;Wilkowice;bielski;śląskie;1000338
Bystre;wieś;Oleśnica;oleśnicki;dolnośląskie;878949
Bystre;wieś;Czarna;bieszczadzki;podkarpackie;347962
Bystre;wieś;Krzeszów;niżański;podkarpackie;796861
Bystre;wieś;Boćki;bielski;podlaskie;24124
Bystre-Chrzany;wieś;Krzynowłoga Mała;przasnyski;mazowieckie;512160
Bystrojowice;wieś;Samborzec;sandomierski;świętokrzyskie;806683
Bystrowice;wieś;Roźwienica;jarosławski;podkarpackie;610388
Bystrzanowice;wieś;Janów;częstochowski;śląskie;133190
Bystrzanowice-Dwór;wieś;Janów;częstochowski;śląskie;133161
Bystrzanów;wieś;Tarczyn;piaseczyński;mazowieckie;9082
Bystrze;wieś;Miłoradz;malborski;pomorskie;152655
Bystrzejowice Drugie;wieś;Piaski;świdnicki;lubelskie;389140
Bystrzejowice Pierwsze;wieś;Piaski;świdnicki;lubelskie;389133
Bystrzejowice Trzecie;wieś;Piaski;świdnicki;lubelskie;389156
Bystrzek;wieś;Śrem;śremski;wielkopolskie;596180
Bystrzyca;wieś;Wleń;lwówecki;dolnośląskie;193080
Bystrzyca;wieś;Oława;oławski;dolnośląskie;879334
Bystrzyca;wieś;Mogilno;mogileński;kujawsko-pomorskie;91304
Bystrzyca;wieś;Zakrzówek;kraśnicki;lubelskie;394111
Bystrzyca;wieś;Wólka;lubelski;lubelskie;393910
Bystrzyca;wieś;Wojcieszków;łukowski;lubelskie;695083
Bystrzyca;wieś;Iwierzyce;ropczycko-sędziszowski;podkarpackie;651559
Bystrzyca;wieś;Grodziec;koniński;wielkopolskie;284730
Bystrzyca Dolna;wieś;Świdnica;świdnicki;dolnośląskie;856014
Bystrzyca Górna;wieś;Świdnica;świdnicki;dolnośląskie;856020
Bystrzyca Kłodzka;miasto;Bystrzyca Kłodzka;kłodzki;dolnośląskie;983899
Bystrzyca Nowa;wieś;Strzyżewice;lubelski;lubelskie;391851
Bystrzyca Stara;wieś;Strzyżewice;lubelski;lubelskie;392023
Bystrzyna;wieś;Świdwin;świdwiński;zachodniopomorskie;312797
Byszew;wieś;Kutno;kutnowski;łódzkie;568568
Byszew;wieś;Grabów;łęczycki;łódzkie;283890
Byszewice;wieś;Rawa Mazowiecka;rawski;łódzkie;735629
Byszewice;wieś;Kaczory;pilski;wielkopolskie;526529
Byszew-Kaczyn;wieś;Kutno;kutnowski;łódzkie;568574
Byszewo;wieś;Koronowo;bydgoski;kujawsko-pomorskie;88779
Byszewo;wieś;Piotrków Kujawski;radziejowski;kujawsko-pomorskie;867549
Byszewo;wieś;Karniewo;makowski;mazowieckie;116760
Byszewo;wieś;Siemyśl;kołobrzeski;zachodniopomorskie;311220
Byszewo-Wygoda;wieś;Karniewo;makowski;mazowieckie;116777
Byszewy;wieś;Nowosolna;łódzki wschodni;łódzkie;414032
Byszki;wieś;Ujście;pilski;wielkopolskie;530873
Byszów;wieś;Klimontów;sandomierski;świętokrzyskie;795778
Byszówka;wieś;Klimontów;sandomierski;świętokrzyskie;795790
Byszwałd;wieś;Lubawa;iławski;warmińsko-mazurskie;480187
Byszyce;wieś;Wieliczka;wielicki;małopolskie;340150
Byszyno;wieś;Białogard;białogardzki;zachodniopomorskie;302764
Bytkowice;wieś;Koronowo;bydgoski;kujawsko-pomorskie;88800
Bytkowo;wieś;Rokietnica;poznański;wielkopolskie;593974
Bytków;wieś;Rudna;lubiński;dolnośląskie;367143
Bytków;wieś;Reńska Wieś;kędzierzyńsko-kozielski;opolskie;502776
Bytnica;wieś;Bytnica;krośnieński;lubuskie;908395
Bytnik;wieś;Głogów;głogowski;dolnośląskie;363808
Bytom;miasto;Bytom;Bytom;śląskie;938670
Bytom Odrzański;miasto;Bytom Odrzański;nowosolski;lubuskie;988359
Bytomiec;wieś;Maszewo;krośnieński;lubuskie;911641
Bytomsko;wieś;Żegocina;bocheński;małopolskie;838453
Bytonia;wieś;Zblewo;starogardzki;pomorskie;176851
Bytoń;wieś;Bytoń;radziejowski;kujawsko-pomorskie;859892
Bytowo;wieś;Dobrzany;stargardzki;zachodniopomorskie;774339
Bytów;miasto;Bytów;bytowski;pomorskie;977290
Bytyń;wieś;Wola Uhruska;włodawski;lubelskie;110384
Bytyń;wieś;Kaźmierz;szamotulski;wielkopolskie;584490
Byzie;wieś;Waganiec;aleksandrowski;kujawsko-pomorskie;871090
Bzianka;wieś;Rymanów;krośnieński;podkarpackie;358760
Bzianka;wieś;Świlcza;rzeszowski;podkarpackie;663775
Bzinica Nowa;wieś;Dobrodzień;oleski;opolskie;131239
Bzinica Stara;wieś;Dobrodzień;oleski;opolskie;131340
Bzite;wieś;Krasnystaw;krasnostawski;lubelskie;104219
Bzowiec;wieś;Rudnik;krasnostawski;lubelskie;897600
Bzowiec;wieś;Dobre Miasto;olsztyński;warmińsko-mazurskie;472667
Bzowo;wieś;Warlubie;świecki;kujawsko-pomorskie;99079
Bzowo;wieś;Kobylnica;słupski;pomorskie;745243
Bzowo;wieś;Lubasz;czarnkowsko-trzcianecki;wielkopolskie;527227
Bzów;wieś;Zbuczyn;siedlecki;mazowieckie;696303
Bzówki;wieś;Nowe Ostrowy;kutnowski;łódzkie;571725
Bzury;wieś;Szczuczyn;grajewski;podlaskie;406794
Bzury;wieś;Prostki;ełcki;warmińsko-mazurskie;765352
Caców;wieś;Nagłowice;jędrzejowski;świętokrzyskie;254634
Cadów;wieś;Kobiele Wielkie;radomszczański;łódzkie;542853
Cadówek;wieś;Kobiele Wielkie;radomszczański;łódzkie;542860
Całowanie;wieś;Karczew;otwocki;mazowieckie;3412
Całownia;wieś;Szczutowo;sierpecki;mazowieckie;578271
Ceber;wieś;Kotla;głogowski;dolnośląskie;364400
Ceber;wieś;Bogoria;staszowski;świętokrzyskie;788130
Cecele;wieś;Siemiatycze;siemiatycki;podlaskie;39491
Cecenowo;wieś;Główczyce;słupski;pomorskie;744321
Cecylówka Głowaczowska;wieś;Głowaczów;kozienicki;mazowieckie;619314
Cecylówka-Brzózka;wieś;Głowaczów;kozienicki;mazowieckie;619308
Cedrowice;wieś;Ozorków;zgierski;łódzkie;414316
Cedrowice-Parcela;wieś;Ozorków;zgierski;łódzkie;414339
Cedry;wieś;Stawiski;kolneński;podlaskie;406363
Cedry Małe;wieś;Cedry Wielkie;gdański;pomorskie;159628
Cedry Wielkie;wieś;Cedry Wielkie;gdański;pomorskie;159640
Cedynia;miasto;Cedynia;gryfiński;zachodniopomorskie;978734
Cedzyna;wieś;Górno;kielecki;świętokrzyskie;238842
Cegielnia;wieś;Rogowo;żniński;kujawsko-pomorskie;94136
Cegielnia;wieś;Horodło;hrubieszowski;lubelskie;888764
Cegielnia;wieś;Ostrówek;lubartowski;lubelskie;388725
Cegielnia;wieś;Mogielnica;grójecki;mazowieckie;629206
Cegielnia;wieś;Brudzeń Duży;płocki;mazowieckie;560800
Cegielnia;wieś;Radzymin;wołomiński;mazowieckie;7597
Cegielnia;wieś;Mstów;częstochowski;śląskie;138490
Cegielnia;wieś;Tarłów;opatowski;świętokrzyskie;808038
Cegielnia;wieś;Kłodawa;kolski;wielkopolskie;286812
Cegielnia;wieś;Kleczew;koniński;wielkopolskie;286255
Cegielnia;wieś;Wilczyn;koniński;wielkopolskie;299996
Cegielnia;wieś;Koźmin Wielkopolski;krotoszyński;wielkopolskie;200584
Cegielnia Lewicka;wieś;Lipowiec Kościelny;mławski;mazowieckie;118434
Cegielnia Psucka;wieś;Nasielsk;nowodworski;mazowieckie;119824
Cegielnia Ratowska;wieś;Radzanów;mławski;mazowieckie;124245
Cegielnia-Kosewo;wieś;Pomiechówek;nowodworski;mazowieckie;6758
Cegielnia-Rudki;wieś;Wierzbinek;koniński;wielkopolskie;299080
Cegielnik;wieś;Zławieś Wielka;toruński;kujawsko-pomorskie;850922
Cegielsko;wieś;Rakoniewice;grodziski;wielkopolskie;593550
Cegłów;wieś;Baranów;grodziski;mazowieckie;722897
Cegłów;wieś;Cegłów;miński;mazowieckie;668956
Cegły;wieś;Ostrów Wielkopolski;ostrowski;wielkopolskie;205593
Cekanowo;wieś;Bielsk;płocki;mazowieckie;559575
Cekanowo;wieś;Słupno;płocki;mazowieckie;575717
Cekanów;wieś;Rozprza;piotrkowski;łódzkie;550380
Cekanów;wieś;Tomaszów Mazowiecki;tomaszowski;łódzkie;553584
Cekcyn;wieś;Cekcyn;tucholski;kujawsko-pomorskie;80743
Cekcynek;wieś;Cekcyn;tucholski;kujawsko-pomorskie;80766
Ceków;wieś;Ceków-Kolonia;kaliski;wielkopolskie;195216
Ceków-Kolonia;wieś;Ceków-Kolonia;kaliski;wielkopolskie;195239
Celejów;wieś;Wąwolnica;puławski;lubelskie;392997
Celejów;wieś;Wilga;garwoliński;mazowieckie;693807
Celestynów;wieś;Sławno;opoczyński;łódzkie;551668
Celestynów;wieś;Ozorków;zgierski;łódzkie;414345
Celestynów;wieś;Celestynów;otwocki;mazowieckie;780
Celestynów;wieś;Zwoleń;zwoleński;mazowieckie;643100
Celestynów;wieś;Borek Wielkopolski;gostyński;wielkopolskie;369308
Celestyny;wieś;Malanów;turecki;wielkopolskie;289762
Celigów;wieś;Głuchów;skierniewicki;łódzkie;727854
Celin;wieś;Żółkiewka;krasnostawski;lubelskie;907220
Celinowo;wieś;Somianka;wyszkowski;mazowieckie;520030
Celinowo;wieś;Skulsk;koniński;wielkopolskie;294266
Celinów;wieś;Grabów;łęczycki;łódzkie;283920
Celinów;wieś;Sadkowice;rawski;łódzkie;737143
Celinów;wieś;Łaskarzew;garwoliński;mazowieckie;678305
Celinów;wieś;Grabów nad Pilicą;kozienicki;mazowieckie;621618
Celinów;wieś;Dębe Wielkie;miński;mazowieckie;669921
Celiny;wieś;Trzebieszów;łukowski;lubelskie;692765
Celiny;wieś;Iwanowice;krakowski;małopolskie;320319
Celiny;wieś;Lelów;częstochowski;śląskie;137331
Celiny;wieś;Ożarowice;tarnogórski;śląskie;222344
Celiny;wieś;Bodzentyn;kielecki;świętokrzyskie;230119
Celiny;wieś;Chmielnik;kielecki;świętokrzyskie;234643
Celiny;wieś;Raków;kielecki;świętokrzyskie;265307
Celiny;wieś;Secemin;włoszczowski;świętokrzyskie;145313
Celiny Przesławickie;wieś;Miechów;miechowski;małopolskie;251127
Celiny Szlacheckie;wieś;Stanin;łukowski;lubelskie;689214
Celiny Włościańskie;wieś;Stanin;łukowski;lubelskie;689250
Cełujki;wieś;Biała Podlaska;bialski;lubelskie;10524
Cempkowo;wieś;Płońsk;płoński;mazowieckie;121979
Cendrowice;wieś;Góra Kalwaria;piaseczyński;mazowieckie;1583
Ceniawy;wieś;Będków;tomaszowski;łódzkie;536143
Centawa;wieś;Jemielnica;strzelecki;opolskie;495639
Cepno;wieś;Stolno;chełmiński;kujawsko-pomorskie;848983
Ceradz Dolny;wieś;Duszniki;szamotulski;wielkopolskie;583020
Ceradz Kościelny;wieś;Tarnowo Podgórne;poznański;wielkopolskie;597305
Ceranów;wieś;Ceranów;sokołowski;mazowieckie;669387
Cerekiew;wieś;Bochnia;bocheński;małopolskie;812028
Cerekiew;wieś;Zakrzew;radomski;mazowieckie;642253
Cerekwica;wieś;Trzebnica;trzebnicki;dolnośląskie;881390
Cerekwica;wieś;Żnin;żniński;kujawsko-pomorskie;100575
Cerekwica;wieś;Rokietnica;poznański;wielkopolskie;593980
Cerekwica Nowa;wieś;Jaraczewo;jarociński;wielkopolskie;199177
Cerekwica Stara;wieś;Jaraczewo;jarociński;wielkopolskie;199059
Cergowa;wieś;Dukla;krośnieński;podkarpackie;348950
Cerkawizna;wieś;Radomsko;radomszczański;łódzkie;549370
Cerkiewnik;wieś;Dobre Miasto;olsztyński;warmińsko-mazurskie;472673
Cerkwica;wieś;Karnice;gryficki;zachodniopomorskie;777250
Cerle;wieś;Bodzentyn;kielecki;świętokrzyskie;230326
Cesarka;wieś;Stryków;zgierski;łódzkie;415899
Cesarzowice;wieś;Środa Śląska;średzki;dolnośląskie;880768
Cesarzowice;wieś;Kąty Wrocławskie;wrocławski;dolnośląskie;874897
Cesinów-Las;wieś;Błędów;grójecki;mazowieckie;614794
Ceteń;wieś;Odrzywół;przysuski;mazowieckie;629933
Cetki;wieś;Rypin;rypiński;kujawsko-pomorskie;868833
Cetlin;wieś;Gozdowo;sierpecki;mazowieckie;565073
Cetty;wieś;Chodecz;włocławski;kujawsko-pomorskie;860636
Cetula;wieś;Wiązownica;jarosławski;podkarpackie;612306
Cetuń;wieś;Polanów;koszaliński;zachodniopomorskie;308927
Cetyń;wieś;Trzebielino;bytowski;pomorskie;751657
Cewice;wieś;Cewice;lęborski;pomorskie;741363
Cewków;wieś;Stary Dzików;lubaczowski;podkarpackie;611494
Cewlino;wieś;Manowo;koszaliński;zachodniopomorskie;308057
Cezarów;wieś;Dębe Wielkie;miński;mazowieckie;669938
Cezaryn;wieś;Żyrzyn;puławski;lubelskie;394364
Chaberkowo;wieś;Purda;olsztyński;warmińsko-mazurskie;486505
Chabielice;wieś;Szczerców;bełchatowski;łódzkie;553012
Chabierów;wieś;Błaszki;sieradzki;łódzkie;697797
Chabowo;wieś;Bielice;pyrzycki;zachodniopomorskie;772850
Chabowo-Świniary;wieś;Zawidz;sierpecki;mazowieckie;579425
Chabówka;wieś;Rabka-Zdrój;nowotarski;małopolskie;463467
Chabówko;wieś;Bielice;pyrzycki;zachodniopomorskie;772866
Chabsko;wieś;Mogilno;mogileński;kujawsko-pomorskie;91310
Chachalnia;wieś;Zduny;krotoszyński;wielkopolskie;210973
Chajczyny;wieś;Zelów;bełchatowski;łódzkie;556849
Chajew;wieś;Brąszewice;sieradzki;łódzkie;699247
Chajęty;wieś;Dąbrówka;wołomiński;mazowieckie;508862
Chalin;wieś;Dobrzyń nad Wisłą;lipnowski;kujawsko-pomorskie;862204
Chalin;wieś;Sieraków;międzychodzki;wielkopolskie;594181
Chalno;wieś;Topólka;radziejowski;kujawsko-pomorskie;870416
Chalno-Parcele;wieś;Topólka;radziejowski;kujawsko-pomorskie;870439
Chaławy;wieś;Brodnica;śremski;wielkopolskie;580724
Chałupki;wieś;Kamieniec Ząbkowicki;ząbkowicki;dolnośląskie;852619
Chałupki;wieś;Sieradz;sieradzki;łódzkie;713303
Chałupki;wieś;Przeworsk;przeworski;podkarpackie;608954
Chałupki;wieś;Krzyżanowice;raciborski;śląskie;215479
Chałupki;wieś;Szczekociny;zawierciański;śląskie;146229
Chałupki;wieś;Tuczępy;buski;świętokrzyskie;999771
Chałupki;wieś;Morawica;kielecki;świętokrzyskie;253988
Chałupki Chotynieckie;wieś;Radymno;jarosławski;podkarpackie;609362
Chałupki Dębniańskie;wieś;Leżajsk;leżajski;podkarpackie;653618
Chałupki Łaziskie;wieś;Orońsko;szydłowiecki;mazowieckie;630391
Chałupska;wieś;Mogilno;mogileński;kujawsko-pomorskie;91327
